110100000000	北京市
120100000000	天津市
130100000000	石家庄市
130200000000	唐山市
130300000000	秦皇岛市
130400000000	邯郸市
130500000000	邢台市
130600000000	保定市
130700000000	张家口市
130800000000	承德市
130900000000	沧州市
131000000000	廊坊市
131100000000	衡水市
140100000000	太原市
140200000000	大同市
140300000000	阳泉市
140400000000	长治市
140500000000	晋城市
140600000000	朔州市
140700000000	晋中市
140800000000	运城市
140900000000	忻州市
141000000000	临汾市
141100000000	吕梁市
150100000000	呼和浩特市
150200000000	包头市
150300000000	乌海市
150400000000	赤峰市
150500000000	通辽市
150600000000	鄂尔多斯市
150700000000	呼伦贝尔市
150800000000	巴彦淖尔市
150900000000	乌兰察布市
152200000000	兴安盟
152500000000	锡林郭勒盟
152900000000	阿拉善盟
210100000000	沈阳市
210200000000	大连市
210300000000	鞍山市
210400000000	抚顺市
210500000000	本溪市
210600000000	丹东市
210700000000	锦州市
210800000000	营口市
210900000000	阜新市
211000000000	辽阳市
211100000000	盘锦市
211200000000	铁岭市
211300000000	朝阳市
211400000000	葫芦岛市
220100000000	长春市
220200000000	吉林市
220300000000	四平市
220400000000	辽源市
220500000000	通化市
220600000000	白山市
220700000000	松原市
220800000000	白城市
222400000000	延边朝鲜族自治州
230100000000	哈尔滨市
230200000000	齐齐哈尔市
230300000000	鸡西市
230400000000	鹤岗市
230500000000	双鸭山市
230600000000	大庆市
230700000000	伊春市
230800000000	佳木斯市
230900000000	七台河市
231000000000	牡丹江市
231100000000	黑河市
231200000000	绥化市
232700000000	大兴安岭地区
310100000000	上海市
320100000000	南京市
320200000000	无锡市
320300000000	徐州市
320400000000	常州市
320500000000	苏州市
320600000000	南通市
320700000000	连云港市
320800000000	淮安市
320900000000	盐城市
321000000000	扬州市
321100000000	镇江市
321200000000	泰州市
321300000000	宿迁市
330100000000	杭州市
330200000000	宁波市
330300000000	温州市
330400000000	嘉兴市
330500000000	湖州市
330600000000	绍兴市
330700000000	金华市
330800000000	衢州市
330900000000	舟山市
331000000000	台州市
331100000000	丽水市
340100000000	合肥市
340200000000	芜湖市
340300000000	蚌埠市
340400000000	淮南市
340500000000	马鞍山市
