110101000000	东城区
110102000000	西城区
110105000000	朝阳区
110106000000	丰台区
110107000000	石景山区
110108000000	海淀区
110109000000	门头沟区
110111000000	房山区
110112000000	通州区
110113000000	顺义区
110114000000	昌平区
110115000000	大兴区
110116000000	怀柔区
110117000000	平谷区
110118000000	密云区
110119000000	延庆区
120101000000	和平区
120102000000	河东区
120103000000	河西区
120104000000	南开区
120105000000	河北区
120106000000	红桥区
120110000000	东丽区
120111000000	西青区
120112000000	津南区
120113000000	北辰区
120114000000	武清区
120115000000	宝坻区
120116000000	滨海新区
120117000000	宁河区
120118000000	静海区
120119000000	蓟州区
130102000000	长安区
130104000000	桥西区
130105000000	新华区
130107000000	井陉矿区
130108000000	裕华区
130109000000	藁城区
130110000000	鹿泉区
130111000000	栾城区
130121000000	井陉县
130123000000	正定县
130125000000	行唐县
130126000000	灵寿县
130127000000	高邑县
130128000000	深泽县
130129000000	赞皇县
130130000000	无极县
130131000000	平山县
130132000000	元氏县
130133000000	赵县
130171000000	石家庄高新技术产业开发区
130172000000	石家庄循环化工园区
130181000000	辛集市
130183000000	晋州市
130184000000	新乐市
130202000000	路南区
130203000000	路北区
130204000000	古冶区
130205000000	开平区
130207000000	丰南区
130208000000	丰润区
130209000000	曹妃甸区
130224000000	滦南县
130225000000	乐亭县
130227000000	迁西县
130229000000	玉田县
130271000000	河北唐山芦台经济开发区
130272000000	唐山市汉沽管理区
130273000000	唐山高新技术产业开发区
130274000000	河北唐山海港经济开发区
130281000000	遵化市
130283000000	迁安市
130284000000	滦州市
130302000000	海港区
130303000000	山海关区
130304000000	北戴河区
130306000000	抚宁区
130321000000	青龙满族自治县
130322000000	昌黎县
130324000000	卢龙县
130371000000	秦皇岛市经济技术开发区
130372000000	北戴河新区
130402000000	邯山区
130403000000	丛台区
130404000000	复兴区
130406000000	峰峰矿区
130407000000	肥乡区
130408000000	永年区
130423000000	临漳县
130424000000	成安县
130425000000	大名县
130426000000	涉县
130427000000	磁县
130430000000	邱县
130431000000	鸡泽县
130432000000	广平县
130433000000	馆陶县
130434000000	魏县
130435000000	曲周县
130471000000	邯郸经济技术开发区
130473000000	邯郸冀南新区
130481000000	武安市
130502000000	襄都区
130503000000	信都区
130505000000	任泽区
130506000000	南和区
130522000000	临城县
130523000000	内丘县
130524000000	柏乡县
130525000000	隆尧县
130528000000	宁晋县
130529000000	巨鹿县
130530000000	新河县
130531000000	广宗县
130532000000	平乡县
130533000000	威县
130534000000	清河县
130535000000	临西县
130571000000	河北邢台经济开发区
130581000000	南宫市
130582000000	沙河市
130602000000	竞秀区
130606000000	莲池区
130607000000	满城区
130608000000	清苑区
130609000000	徐水区
130623000000	涞水县
130624000000	阜平县
130626000000	定兴县
130627000000	唐县
130628000000	高阳县
130629000000	容城县
130630000000	涞源县
130631000000	望都县
130632000000	安新县
130633000000	易县
130634000000	曲阳县
130635000000	蠡县
130636000000	顺平县
130637000000	博野县
130638000000	雄县
130671000000	保定高新技术产业开发区
130672000000	保定白沟新城
130681000000	涿州市
130682000000	定州市
130683000000	安国市
130684000000	高碑店市
130702000000	桥东区
130703000000	桥西区
130705000000	宣化区
130706000000	下花园区
